pert_iname,inchi_key,canonical_smiles,pubchem_cid
forskolin,OHCQJHSOBUTRHG-KGGHGJDLSA-N,CC(=O)O[C@H]1[C@@H](O)[C@H]2C(C)(C)CC[C@H](O)[C@]2(C)[C@@]2(O)C(=O)C[C@@](C)(O[C@]12C)C=C,-666
thiotepa,FOCVUCIESVLUNU-UHFFFAOYSA-N,S=P(N1CC1)(N1CC1)N1CC1,-666
L-erythro-MAPP,YLAZEWZHIRBZDA-REWPJTCUSA-N,CCCCCCCCCCCCCC(=O)N[C@@H](C)[C@H](O)c1ccccc1,6610217
m-3M3FBS,ZIIUUSVHCHPIQD-UHFFFAOYSA-N,Cc1cc(C)c(c(C)c1)S(=O)(=O)Nc1cccc(c1)C(F)(F)F,761523
IC-261,JBJYTZXCZDNOJW-JLHYYAGUSA-N,COc1cc(OC)c(/C=C\2/C(=O)Nc3ccccc23)c(OC)c1,5288600
mead-ethanolamide,YKGQBEGMUSSPFY-YOILPLPUSA-N,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)NCCO,16061185
H-9,YVVIHNCTCNPFJM-UHFFFAOYSA-N,NCCNCc1cccc2cnccc12,24113957
methantheline,GZHFODJQISUKAY-UHFFFAOYSA-N,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc12,4097
saquinavir,QWAXKHKRTORLEM-UGJKXSETSA-N,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4,441243
dantron,QBPFLULOKWLNNW-UHFFFAOYSA-N,Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12,-666
tosyllysyl-chloromethyl-ketone,RDFCSSHDJSZMTQ-CYBMUJFWSA-N,Cc1ccc(cc1)S(=O)(=O)N[C@H](CCCCN)C(=O)CCl,16760682
PSB-11,RGDHRCXUMURWBJ-LLVKDONJSA-N,CC[C@@H]1CN2C(=N1)c1[nH]c(nc1N(C)C2=O)-c1ccccc1,9882625
lasalocid,BBMULGJBVDDDNI-OWKLGTHSSA-N,CC[C@H]([C@H]1O[C@@](CC)(C[C@@H]1C)[C@H]2CC[C@](O)(CC)[C@H](C)O2)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc3ccc(C)c(O)c3C(=O)O,6426773
mestranol,IMSSROKUHAOUJS-XKRYSZRTSA-N,COc1ccc2[C@H]3CC[C@@]4(C)[C@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,7076513
GW-405833,FSFZRNZSZYDVLI-UHFFFAOYSA-N,COc1ccc2n(C(=O)c3cccc(Cl)c3Cl)c(C)c(CCN3CCOCC3)c2c1,9911463
clobetasol,CBGUOGMQLZIXBE-XGQKBEPLSA-N,CCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C)C(=O)CCl,32798
phenylbutazone,VYMDGNCVAMGZFE-UHFFFAOYSA-N,CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,4781
CDC,XGHYFEJMJXGPGN-CHLGNXTCSA-N,Oc1ccc(/C=C(/C#N)\C(=O)OC\C=C\c2ccccc2)cc1O,-666
BRD-K10906552,VGGMIZQVTWIWTG-UHFFFAOYSA-N,Cn1c(SCC(=O)n2c3CCCCc3c4ccccc24)nnc1c5ccco5,1300352
vinorelbine,GBABOYUKABKIAF-JEEMQKELSA-N,CCC1=C[C@@H]2C[N@](C1)Cc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC,73707409
diloxanide,BDYYDXJSHYEDGB-UHFFFAOYSA-N,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,-666
perphenazine,RGCVKNLCSQQDEP-UHFFFAOYSA-N,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,-666
tiotidine,YDDXVAXDYKBWDX-UHFFFAOYSA-N,CNC(=NC#N)NCCSCc1csc(N=C(N)N)n1,50287
BRD-K11147885,CEQUZDYLXBLBMM-UHFFFAOYSA-N,CNC(=O)NC(=O)CSc1nnc(c2ccncc2)n1Cc3ccccc3,2816422
tyrphostin-B44,UMGQVUWXNOJOSJ-CDCQXCROSA-N,C[C@@H](NC(=O)/C(=C\c1ccc(O)c(O)c1)/C#N)c2ccccc2,23919058
phenanthridone,RZFVLEJOHSLEFR-UHFFFAOYSA-N,O=c1[nH]c2ccccc2c3ccccc13,1853
ZD-7155,BFVNEYDCFJNLGN-UHFFFAOYSA-N,CCc1cc2N(Cc3ccc(cc3)-c3ccccc3-c3nnn[nH]3)C(=O)CCc2c(CC)n1,4673492
dydrogesterone,JGMOKGBVKVMRFX-WSBLSWJJSA-N,CC(=O)[C@H]1CC[C@@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,11875278
fluticasone,WMWTYOKRWGGJOA-ZEVWSBCOSA-N,CCC(=O)O[C@@]1([C@H](C)C[C@@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF,25320895
geldanamycin,QTQAWLPCGQOSGP-KSRBKZBZSA-N,CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,5288382
GBR-13069,DASHZBBQOARCMQ-UHFFFAOYSA-N,Fc1ccc(cc1)C(OCCN2CCN(CC=Cc3ccccc3)CC2)c4ccc(F)cc4,5974189
BU-239,MQSSFHXQKUSFIW-UHFFFAOYSA-N,C1CN=C(N1)c1cnc2ccccc2n1,-666
GR-127935,YDBCEBYHYKAFRX-UHFFFAOYSA-N,COc1ccc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)cc1N1CCN(C)CC1,107780
ER-27319,CFPDEQBPNROZDC-UHFFFAOYSA-N,Cc1ccc2c(c1C)n(CCCN)c1ccccc1c2=O,9799509
apigenin,IVXFOQQPPONQTB-UHFFFAOYSA-N,CC(=O)Oc1ccc(cc1)c2cc(=O)c3c(OC(=O)C)cc(OC(=O)C)cc3o2,-666
BRD-K12105018,GOSPSWKLECDRSD-UHFFFAOYSA-N,Cc1c(NC(=O)COc2ccc(Br)cc2)cccc1c3nc4cc(Cl)ccc4o3,1721551
GR-144053,QGEGSJUSWLLZLH-UHFFFAOYSA-N,NC(=N)c1ccc(cc1)N1CCN(CC1)C1CCN(CC(O)=O)CC1,173614
BRD-K12168891,HDZAUIAXCGFVOT-UHFFFAOYSA-N,Cc1ccc(cc1)n2c(N)c(C#N)c(c(C#N)c2=O)c3ccc(Cl)cc3,1034641
flunarizine,SMANXXCATUTDDT-UHFFFAOYSA-N,Fc1ccc(cc1)C(N2CCN(CC=Cc3ccccc3)CC2)c4ccc(F)cc4,941361
glipizide,ZJJXGWJIGJFDTL-UHFFFAOYSA-N,Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,3478
MEK1-2-inhibitor,JLOXTZFYJNCPIS-FYWRMAATSA-N,N\C(Sc1ccc(N)cc1)=C(\C#N)c1ccccc1C(F)(F)F,9549284
xanthoxyline,FBUBVLUPUDBFME-UHFFFAOYSA-N,COc1cc(O)c(C(=O)C)c(OC)c1,66654
AG-490,TUCIOBMMDDOEMM-UHFFFAOYSA-N,Oc1ccc(C=C(C#N)C(=O)NCc2ccccc2)cc1O,-666
zaprinast,KFMVHONQQFRNNH-UHFFFAOYSA-N,CCCOc1ccccc1c2nc3nn[nH]c3c(=O)[nH]2,5722
nocodazole,KYRVNWMVYQXFEU-UHFFFAOYSA-N,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1cccs1,-666
BRD-K12621773,SHYQXSJAYMEIPR-UHFFFAOYSA-N,Cc1ccc(cc1)c2c(C#N)c(N)n(c3ccccc3C)c(=O)c2C#N,44629412
carbenoxolone,OBZHEBDUNPOCJG-WBXJDKIVSA-N,CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C(=O)C=C4[C@@H]5C[C@](C)(CC[C@]5(C)CC[C@]43C)C(=O)O)OC(=O)CCC(=O)O,-666
PCI-24781,MAUCONCHVWBMHK-UHFFFAOYSA-N,CN(C)Cc1c(oc2ccccc12)C(=O)NCCOc1ccc(cc1)C(=O)NO,11749858
dichlorobenzamil,YVELSDDXFCIBLA-UHFFFAOYSA-N,N/C(=N\C(=O)c1nc(Cl)c(N)nc1N)/NCc2ccc(Cl)cc2Cl,-666
YM-976,MNHXYNNKDDXKNP-UHFFFAOYSA-N,CCc1ccc2c(nc(=O)n(CC)c2n1)-c1cccc(Cl)c1,6604918
procarbazine,CPTBDICYNRMXFX-UHFFFAOYSA-N,CNNCc1ccc(cc1)C(=O)NC(C)C,9703
CGP-52411,AAALVYBICLMAMA-UHFFFAOYSA-N,O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12,1697
NSC-3852,RZWRYPGAUIOOMK-UHFFFAOYSA-N,Oc1ccc([N+][O-])c2cccnc12,19103
crotamiton,DNTGGZPQPQTDQF-UHFFFAOYSA-N,CCN(C(=O)C=CC)c1ccccc1C,688020
quinelorane,TUFADSGTJUOBEH-ZWNOBZJWSA-N,CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@@H]12,57242
everolimus,HKVAMNSJSFKALM-GKUWKFKPSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO,6442177
cyclosporin-a,PMATZTZNYRCHOR-FVTPFZBWSA-N,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C/C=C/C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,-666
r(-)-propylnorapomorphine,BTGAJCKRXPNBFI-OAHLLOKOSA-N,CCCN1CCc2cccc-3c2[C@H]1Cc4ccc(O)c(O)c43,-666
BMS-345541,PSPFQEBFYXJZEV-UHFFFAOYSA-N,Cc1cnc2c(NCCN)nc3ccc(C)cc3n12,9813758
midostaurin,BMGQWWVMWDBQGC-IIFHNQTCSA-N,CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13)N(C)C(=O)c1ccccc1,9829523
medrysone,GZENKSODFLBBHQ-WXWRWIGRSA-N,C[C@H]1C[C@H]2[C@H]3CC[C@H](C(C)=O)[C@@]3(C)C[C@H](O)[C@H]2[C@@]2(C)CCC(=O)C=C12,73707449
desoxypeganine,WUFQLZTXIWKION-UHFFFAOYSA-N,C1CN2Cc3ccccc3N=C2C1,-666
vardenafil,SECKRCOLJRRGGV-UHFFFAOYSA-N,CCCc1nc(C)c2n1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(CC)CC1,23581791
retinol,FPIPGXGPPPQFEQ-HWCYFHEPSA-N,CC(=C\CO)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C,9904001
syrosingopine,ZCDNRPPFBQDQHR-SSYATKPKSA-N,CCOC(=O)Oc1c(OC)cc(cc1OC)C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@@H]([C@H]2OC)C(=O)OC,6769
ranitidine,VMXUWOKSQNHOCA-LCYFTJDESA-N,CN\C(NCCSCc1ccc(CN(C)C)o1)=C\[N+]([O-])=O,6603542
benzopurpurin-4b,PYPYDHUIORYEHW-UHFFFAOYSA-N,Cc1cc(ccc1N=Nc2cc(c3ccccc3c2N)S(=O)(=O)O)c4ccc(N=Nc5cc(c6ccccc6c5N)S(=O)(=O)O)c(C)c4,-666
EMF-sumo1-5,ARODOYFAWYMBKK-UHFFFAOYSA-N,Cc1c(N=Cc2cc(Br)cc(Br)c2O)cccc1C(=O)O,5874798
LY-165163,GAAKALASJNGQKD-UHFFFAOYSA-N,Nc1ccc(CCN2CCN(CC2)c3cccc(c3)C(F)(F)F)cc1,121930
tyrphostin-AG-556,GWCNJMUSWLTSCW-UHFFFAOYSA-N,Oc1ccc(C=C(C#N)C(=O)NCCCCc2ccccc2)cc1O,-666
somatostatin,NHXLMOGPVYXJNR-ATOGVRKGSA-N,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC1=O)[C@@H](C)O)C(O)=O)NC(=O)CNC(=O)[C@H](C)N,16129706
vesamicol,YSSBJODGIYRAMI-IAGOWNOFSA-N,O[C@@H]1CCCC[C@H]1N1CCC(CC1)c1ccccc1,6603219
SC-560,PQUGCKBLVKJMNT-UHFFFAOYSA-N,COc1ccc(cc1)-n1nc(cc1-c1ccc(Cl)cc1)C(F)(F)F,4306515
fluticasone,WMWTYOKRWGGJOA-GFDKJMNNSA-N,CCC(=O)O[C@]1([C@H](C)C[C@@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@@H](O)C[C@@]12C)C(=O)SCF,73707412
SB-221284,OQZOXHCRSXYSPM-UHFFFAOYSA-N,CSc1cc2CCN(C(=O)Nc3cccnc3)c2cc1C(F)(F)F,443389
FCCP,BMZRVOVNUMQTIN-UHFFFAOYSA-N,FC(F)(F)Oc1ccc(NN=C(C#N)C#N)cc1,3330
BRD-K14844937,GADIKQPUNWAMEB-UHFFFAOYSA-N,CCc1c(ncc2[nH]c3cc(OC)c(OC)cc3c12)C(=O)OC,104999
GW-501516,YDBLKRPLXZNVNB-UHFFFAOYSA-N,Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(cc1)C(F)(F)F,9803963
minoxidil,ZFMITUMMTDLWHR-UHFFFAOYSA-N,Nc1cc(nc(N)[n+]1[O-])N2CCCCC2,4201
erythrosine,LAINPTZBIXYTIZ-UHFFFAOYSA-N,OC(=O)c1ccccc1-c1c2cc(I)c(O)c(I)c2oc2c(I)c(=O)c(I)cc12,-666
ibuprofen-(S),HEFNNWSXXWATRW-JTQLQIEISA-N,CC(C)Cc1ccc(cc1)[C@H](C)C(O)=O,39912
bemegride,ORRZGUBHBVWWOP-UHFFFAOYSA-N,CCC1(C)CC(=O)NC(=O)C1,-666
BAY-11-7082,DOEWDSDBFRHVAP-KRXBUXKQSA-N,Cc1ccc(cc1)S(=O)(=O)\C=C\C#N,-666
JNJ-10191584,MOIWSUQWIOVGRH-UHFFFAOYSA-N,CN1CCN(CC1)C(=O)c1nc2ccc(Cl)cc2[nH]1,10446295
IBC-293,RUTVRAJKELSHCC-UHFFFAOYSA-N,CC(C)n1nnc2cc(ccc12)C(O)=O,2736690
penfluridol,MDLAAYDRRZXJIF-UHFFFAOYSA-N,OC1(CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccc(Cl)c(c1)C(F)(F)F,33630
cinanserin,RSUVYMGADVXGOU-UHFFFAOYSA-N,CN(C)CCCSc1ccccc1NC(=O)C=Cc2ccccc2,-666
papaverine,XQYZDYMELSJDRZ-UHFFFAOYSA-N,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,6084
R-96544,AFZLABYDOCWQBQ-WOJBJXKFSA-N,COc1cccc(CCc2ccccc2OCC[C@@H]2C[C@@H](O)CN2C)c1,10668211
SEW-2871,OYMNPJXKQVTQTR-UHFFFAOYSA-N,FC(F)(F)c1sc(cc1-c1ccccc1)-c1nc(no1)-c1cccc(c1)C(F)(F)F,4077460
CCCP,UGTJLJZQQFGTJD-UHFFFAOYSA-N,Clc1cccc(NN=C(C#N)C#N)c1,-666
fluperlapine,OBWGMKKHCLHVIE-UHFFFAOYSA-N,CN1CCN(CC1)C2=Nc3cc(F)ccc3Cc4ccccc24,49381
L-733060,FCDRFVCGMLUYPG-ROUUACIJSA-N,FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c2ccccc2)cc(c1)C(F)(F)F,132846
lobendazole,OKOVSTKGUBOSTB-UHFFFAOYSA-N,CCOC(=O)Nc1nc2ccccc2[nH]1,-666
tenofovir,SGOIRFVFHAKUTI-ZCFIWIBFSA-N,C[C@H](Cn1cnc2c(N)ncnc12)OCP(O)(O)=O,464205
ropinirole,UHSKFQJFRQCDBE-UHFFFAOYSA-N,CCCN(CCC)CCc1cccc2NC(=O)Cc12,-666
oxymetazoline,WYWIFABBXFUGLM-UHFFFAOYSA-N,Cc1cc(c(O)c(C)c1CC1=NCCN1)C(C)(C)C,4636
eriochrome-black-t,GDHWAXDSTKHEAZ-UHFFFAOYSA-N,Oc1cc(c2cc(ccc2c1N=Nc3ccc4ccccc4c3O)[N+](=O)[O-])S(=O)(=O)O,-666
piperacetazine,BTFMCMVEUCGQDX-UHFFFAOYSA-N,CC(=O)c1ccc2Sc3ccccc3N(CCCN3CCC(CCO)CC3)c2c1,19675
BRD-K16331660,GXXRYUSAEABPFY-DITALETJSA-N,COc1ccccc1CN2[C@@H](c3ccc(CO)cc3)[C@]4(Cc5ccccc5N(CC(F)(F)F)C4=O)c6ccccc6C2=O,23891545
ibudilast,ZJVFLBOZORBYFE-UHFFFAOYSA-N,CC(C)C(=O)c1c(nn2ccccc12)C(C)C,3671
PLX-4720,YZDJQTHVDDOVHR-UHFFFAOYSA-N,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,24180719
mocetinostat,HRNLUBSXIHFDHP-UHFFFAOYSA-N,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(n2)-c2cccnc2)cc1,9865515
zaprinast,REZGGXNDEMKIQB-UHFFFAOYSA-N,CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,5722
PP-3,KKDPIZPUTYIBFX-UHFFFAOYSA-N,Nc1ncnc2n(ncc12)c3ccccc3,4879
BD-1008,ASGIQUHBAVIOTI-UHFFFAOYSA-N,CN(CCN1CCCC1)CCc1ccc(Cl)c(Cl)c1,-666
estriol,PROQIPRRNZUXQM-ZXXIGWHRSA-N,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O,5756
diflorasone,BOBLHFUVNSFZPJ-VPQUHHNCSA-N,C[C@H]1C[C@@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(C)=O)C(=O)COC(C)=O,52897293
diethylstilbestrol,RGLYKWWBQGJZGM-UHFFFAOYSA-N,CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,448537
aristolochic-acid,BBFQZRXNYIEMAW-UHFFFAOYSA-N,COc1cccc2c1cc([N+](=O)[O-])c3c(cc4OCOc4c23)C(=O)O,-666
lovastatin,PCZOHLXUXFIOCF-ZZUUWIQOSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]12,7048568
daunorubicin,KNAGGICVJBKDDK-XUZKBGJLSA-N,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](C[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(O)=O,46931007
aprepitant,NLYKDVVWGQZEED-BYYRLHKVSA-N,C[C@@H](O[C@@H]1OCCN(Cc2nc(=O)[nH][nH]2)[C@@H]1c1ccc(F)cc1)c1cc(cc(c1)C(F)(F)F)C(F)(F)F,151165
EMF-sumo1-4,GDLYESHVJHYNEC-UHFFFAOYSA-N,Oc1c(Br)cc(Br)cc1C=NN2CCN(Cc3ccccc3)CC2,5535958
BP-897,MNHDKMDLOJSCGN-UHFFFAOYSA-N,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,-666
tyrphostin-AG-835,UMGQVUWXNOJOSJ-DGGAMASNSA-N,C[C@H](NC(=O)C(=C\c1ccc(O)c(O)c1)\C#N)c1ccccc1,5328769
butein,AYMYWHCQALZEGT-ORCRQEGFSA-N,Oc1ccc(C(=O)\C=C\c2ccc(O)c(O)c2)c(O)c1,-666
amiodarone,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,-666
diflorasone,BOBLHFUVNSFZPJ-JOYXJVLSSA-N,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,-666
BRD-K17693482,JQICNNKLTFYSLS-UHFFFAOYSA-N,CC(=O)OCCNC(=O)c1cccnc1,134230
KB-R7943,UMJUNUMSJDTYTM-UHFFFAOYSA-N,NC(=N)SCCc1ccc(OCc2ccc(cc2)[N+]([O-])=O)cc1,4534086
JWH-015,LJSBBBWQTLXQEN-UHFFFAOYSA-N,CCCn1c(C)c(C(=O)c2cccc3ccccc23)c4ccccc14,4273754
danoprevir,NLLUOMDMSMVXKN-UIOHFMAFSA-N,CC(C)(C)OC(=O)N[C@H]1CCCCC\C=C/[C@@H]2C[C@@]2(CNS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@H](CN2C1=O)OC(=O)N1Cc2cccc(F)c2C1,46931004
tranilast,NZHGWWWHIYHZNX-CSKARUKUSA-N,COc1ccc(\C=C\C(=O)Nc2ccccc2C(O)=O)cc1OC,5282230
FIT,VDKBIFPJULZUPU-UHFFFAOYSA-N,CCC(=O)N(C1CCN(CCc2ccc(cc2)N=C=S)CC1)c1ccccc1,84008
staurosporine,HKSZLNNOFSGOKW-FYTWVXJKSA-N,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,44259
gamma-linolenic-acid,VZCCETWTMQHEPK-QNEBEIHSSA-N,CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O,5280933
chenodeoxycholic-acid,RUDATBOHQWOJDD-BSWAIDMHSA-N,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,10133
mephentermine,RXQCGGRTAILOIN-UHFFFAOYSA-N,CNC(C)(C)Cc1ccccc1,-666
O-1918,ICHJMVMWPKLUKT-JKSUJKDBSA-N,COc1cc(C)cc(OC)c1[C@@H]1C=C(C)CC[C@H]1C(C)=C,40469923
cimetidine,AQIXAKUUQRKLND-UHFFFAOYSA-N,CNC(=NC#N)NCCSCc1nc[nH]c1C,-666
digoxigenin,SHIBSTMRCDJXLN-KCZCNTNESA-N,C[C@@]12[C@H](CC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1,-666
flunisolide,XSFJVAJPIHIPKU-BTUWQHORSA-N,CC1(C)O[C@@H]2C[C@H]3[C@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,13021033
ZD-7288,JABSKGQQWUDVRU-UHFFFAOYSA-O,CCN(c1ccccc1)c1cc(NC)[n+](C)c(C)n1,3938007
U-46619,LQANGKSBLPMBTJ-BRSNVKEHSA-N,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@H]2CO[C@@H]1C2,5311493
U-0126,DVEXZJFMOKTQEZ-JYFOCSDGSA-N,N\C(Sc1ccccc1N)=C(C#N)/C(C#N)=C(\N)Sc1ccccc1N,3006531
L-694247,HKXMQLISPYELRD-UHFFFAOYSA-N,CS(=O)(=O)Nc1ccc(Cc2noc(n2)-c2ccc3[nH]cc(CCN)c3c2)cc1,132059
ST-91,IALHTUPVRAQZFI-UHFFFAOYSA-N,CCc1cccc(CC)c1N=C1NCCN1,20864
estradiol,VOXZDWNPVJITMN-ZBRFXRBCSA-N,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,5757
indirubin-3-monoxime,HBDSHCUSXQATPO-BGBJRWHRSA-N,O\N=C1c2ccccc2NC/1=C1\C(=O)Nc2ccccc12,-666
STK-661558,AOIWSYFLKMQHLZ-UHFFFAOYSA-N,Clc1ccc2c(ccnc2c1)N1CCN(CC1)C(=O)c1ccc(Cl)c(Cl)c1,1505783
JNK-9L,VCUNSUCAAIMDKU-UHFFFAOYSA-N,N#Cc1cc(cc(c1)-c1ccnc(Nc2ccc(cc2)-n2cnc(n2)-c2cccnc2)n1)N1CCOCC1,59588070
phenolphthalein,KJFMBFZCATUALV-UHFFFAOYSA-N,Oc1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(O)cc1,-666
paroxetine,MOJZPKOBKCXNKG-YJBOKZPZSA-N,CN1CC[C@H]([C@H](COc2ccc3OCOc3c2)C1)c1ccc(F)cc1,10947895
salvinorin-a,OBSYBRPAKCASQB-AGQYDFLVSA-N,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](C[C@]21C)c1ccoc1,128563
prochlorperazine,WIKYUJGCLQQFNW-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,-666
BRD-K19499941,CXTUMFRDQUSBHQ-UHFFFAOYSA-N,CCCCCCCN(C(=O)CCl)c1cccc(C)c1,1637653
ozagrel,SHZKQBHERIJWAO-UHFFFAOYSA-N,OC(=O)C=Cc1ccc(Cn2ccnc2)cc1,5282440
tranilast,NZHGWWWHIYHZNX-UHFFFAOYSA-N,COc1ccc(C=CC(=O)Nc2ccccc2C(=O)O)cc1OC,5282230
saracatinib,OUKYUETWWIPKQR-UHFFFAOYSA-N,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c5OCOc5ccc4Cl)ncnc3c2)CC1,10302451
ZM-241385,PWTBZOIUWZOPFT-UHFFFAOYSA-N,Nc1nc(NCCc2ccc(O)cc2)nc2nc(nn12)-c1ccco1,176407
lapatinib,BCFGMOOMADDAQU-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(o1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,208908
vecuronium,BGSZAXLLHYERSY-XQIGCQGXSA-N,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(=O)C)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N5CCCCC5)[N+]6(C)CCCCC6,39764
